Aishe Code,University Name,State,District,Web Url,University Type,Year Of Establishment,Location,Address
U-1149,Darshan University,Gujarat,Rajkot,www.darshan.ac.in,State Private University,2021,Urban,"Darshan University Campus, Rajkot Morbi Highway,"
U-1157,Upl University Of Sustainable Technology,Gujarat,Bharuch,https://upluniversity.ac.in/,State Private University,2021,Rural,"Ankleshwar-Valia Road, Ta-Valia, Vataria"
U-0135,"Gujarat Technological University, Ahmedabad",Gujarat,Ahmedabad,www.gtu.ac.in,State Public University,2007,Urban,"Near Vishwakarma Government Engineering College, Nr Visat Three Roads Visat Gandhinagar Highway, Chandkheda Ahmedabad"
U-0134,"Gujarat National Law University, Gandhinagar",Gujarat,Gandhinagar,www.gnlu.ac.in,State Public University,2003,Urban,"Attalika Avenue, Knowledge Corridor, Koba, Sub P.O. Koba, Gandhinagar"
U-1161,Drs Kiran And Pallavi Patel Global University,Gujarat,Vadodara,www.kpgu.ac.in/,State Private University,2021,Rural,"Krishna Edu Campus, Vadodara-Mumbai NH#8, Varnama, Vadodara"
U-1163,Vanita Vishram Womens University,Gujarat,Surat,vvwusurat.ac.in,State Private University,2021,Rural,"Vanita Vishram Women's Univesity, Vanita Vishrma Campus, Athwa, Surat"
U-0663,Indus University,Gujarat,Gandhinagar,www.indusuni.ac.in,State Private University,2006,Rural,"VILLAGE: RANCHARDA,, SUB DIST: KALOL, DIST: GANDHINAGAR - 382 115"
U-0133,"Gujarat Ayurveda University, Jamnagar",Gujarat,Jamnagar,www.ayurveduniversity.edu.in,State Public University,1965,Urban,"Chanakya Bhavan, Hospital Road,, Opp. City B Division Police Station,, Jamnagar"
U-0132,"Ganpat University, Ganpat Vidyanagar, Kherva",Gujarat,Mahesana,www.ganpatuniversity.ac.in,State Private University,1996,Rural,"Ganpat University, Mehsana-Gandhinagar Highway, Mehsana"
U-0131,"Dr. Babasaheb Ambedkar Open University, Ahmedabad",Gujarat,Ahmedabad,https://baou.edu.in/,State Open University,1994,Urban,"""Jyotirmay Parisar"", Opp. Shri Balaji Temple,, Sarkhej-Gandhinagar Highway, Chharodi,, Ahmedabad - 382481"
U-1191,"All India Institute Of Medical Sciences, Rajkot",Gujarat,Rajkot,https://aiimsrajkot.edu.in/,Institute of National Importance,2020,Rural,"9P9W+HH, Anandpar, Gujarat 360110"
U-0130,"Dhirubhai Ambani Institute Of Information & Communication Technology, Gandhi Nagar",Gujarat,Gandhinagar,www.daiict.ac.in,State Private University,2001,Urban,"Near Indroda Circle, Gandhinagar"
U-0129,"Dharmsinh Desai Univeristy, Nadiad",Gujarat,Kheda,http://www.ddu.ac.in,State Private University,1964,Urban,"College Road, Nr. Vania Vad Circle, Nadiad"
U-1203,Gandhinagar University,Gujarat,Gandhinagar,www.gandhinagaruni.ac.in,State Private University,2022,Rural,"Khatraj Kalol Rd, Moti Bhoyan, Kalol, Gujarat 382721"
U-1204,Dr Subhash University,Gujarat,Junagadh,dsuni.ac.in,State Private University,2022,Urban,"Dr. Subhash Road, Joshipura, Junagadh, Gujarat 362001"
U-1206,Adani University,Gujarat,Ahmedabad,https://www.adaniuni.ac.in/,State Private University,2022,Urban,"5G4V+JQ4, nr. Vaishnodevi Circle, Shantigram, Khodiyar, Gujarat 382421"
U-1211,Swaminarayan University,Gujarat,Gandhinagar,www.swaminarayanuniversity.ac.in,State Private University,2022,Rural,"SHREE SWAMINARAYAN VISHVAMANGAL GURUKUL AHMEDABAD-MEHSANA HIGHWAY AT & PO- SAIJ, TAL, GJ SH 41, G.I.D.C. Estate, Kalol, Gujarat 382725"
U-1212,Lokbharti University For Rural Innovation,Gujarat,Bhavnagar,https://www.lokbharatiuniversity.edu.in/,State Private University,2022,Rural,"PQG5+W39, Lokbharati University for Rural Innovation Lokbharati Campus - Sanosara Bhavnagar-Rajkot Highway At. Sanosara, Ta. Sihor, Dt, Bhavnagar, Gujarat 364230"
U-1215,Noble University,Gujarat,Junagadh,https://nobleuniversity.ac.in,State Private University,2022,Rural,"Junagadh Bhesan Road, Via. Vadal, Nr, Bamangam, Gujarat 362310"
U-1216,Vidhyadeep University,Gujarat,Surat,www.vidhyadeepuni.ac.in,State Private University,2022,Rural,"Vidhyadeep University, Anita, kim, highway, Olpad, Gujarat 394110"
U-1222,Transstadia University,Gujarat,Ahmedabad,www.tsuniv.edu.in,State Private University,2022,Urban,"Gate No. 7, The EKA Arena, Parsi Agiyari Rd, Kankaria, Ahmedabad, Gujarat 380022"
U-0128,"Charotar University Of Science & Technology, Anand",Gujarat,Anand,www.charusat.ac.in,State Private University,2000,Rural,"CHARUSAT Campus, Off. Nadiad-Petlad Highway, Changa - 388421"
U-0127,Cept University,Gujarat,Ahmedabad,www.cept.ac.in,State Private University,1962,Urban,"Kasturbhai Lalbhai Campus, University Road, Navrangpura, Ahmedabad"
U-1230,Maganbhai Adenwala Mahagujarat University,Gujarat,Kheda,WWW.MAMUNI.EDU.IN,State Private University,2022,Urban,"College Rd, Yogiraj Society, Nadiad, Gujarat 387003"
U-0126,"Central Univeristy Of Gujarat, Gandhinagar",Gujarat,Gandhinagar,www.cug.ac.in,Central University,2009,Urban,"Central University of Gujarat, Sector-29,, , Gandhinagar"
U-0125,Sabarmati University,Gujarat,Ahmedabad,www.sabarmatiuniversity.edu.in,State Private University,2009,Urban,"Greenwood, Near Vaishno Devi Circle, Sardar Patel Ring Road, Ognaj"
U-1248,Sardar Vallabhbhai Global University,Gujarat,Ahmedabad,https://svgu.ac.in/,State Private University,2023,-,"Sardar Vallabhbhai Global University, Chimanbhai Patel Institute Campus, Sarkhej - Gandhinagar Hwy, near Prahlad Nagar, Prahlad Nagar, Ahmedabad, Gujarat 380015"
U-0124,Maharaja Krishnakumarsinhji Bhavnagar University,Gujarat,Bhavnagar,http://www.mkbhavuni.edu.in,State Public University,1979,Urban,"Sardar Vallbhbhai Patel Campus,, Gaurishankar Lake Road,, Bhavnagar"
U-1268,Rajju Shroff Rofel University,Gujarat,Valsad,https://rsru.edu.in/,State Private University,1999,-,"Survey No 78-79 ROFEL Campus, Vapi Namdha Road, Vapi - 396191"
U-0123,"Anand Agricultural University, Anand",Gujarat,Anand,www.aau.in,State Public University,2004,Urban,"Anand Agricultural University, Anand., Khetiwadi, Taluka-Anand, Dist - Anand Pin - 38801, Anand"
U-0122,Ahmedabad University,Gujarat,Ahmedabad,www.ahduni.edu.in,State Private University,2009,Urban,"Ahmedabad University, University Office, Commerce Six Roads, Navrangapura, Ahmedabad"
U-1230,Maganbhai Adenwala Mahagujarat University,Gujarat,Kheda,https://mamuni.edu.in/,State Private University,1938,-,"College Rd, Yogiraj Society, Nadiad, Gujarat 387003"
U-1274,Institute Of Teaching And Research In Ayurveda,Gujarat,Jamnagar,http://itra.edu.in,Institute of National Importance,1962,Urban,"No 294, 3/1, Acharya Prafulla Chandra Rd, Garpar, Machuabazar, Kolkata, West Bengal 700009"
U-0830,Anant National University,Gujarat,Ahmedabad,http://www.anu.edu.in,State Private University,2016,Rural,"Sanskardham Campus, Bopal-Ghuma Road,, Nr Manipur Bus-Stop Tal: Sanand, Ahmedabad"
U-0843,Plastindia International University,Gujarat,Valsad,www.plastindia.edu.in,State Private University,2016,Rural,"Dungra, GIDC, Vapi.m"
U-1036,Gujarat Maritime University,Gujarat,Gandhinagar,gmu.edu.in,State Private University,2017,Urban,"Transitory Campus: GNLU Campus, Attalika Avenue, Knowledge Corridor, Koba, Gandhinagar"
U-0968,Gati Shakti Vishwavidyalaya,Gujarat,Vadodara,https://gsv.ac.in/,Central University,2018,Urban,"Gati Shakti Vishwavidyalaya Lalbaug, Vadodara – 390 004, Gujarat, India"
U-1287,Gyanmanjari Innovative University,Gujarat,Bhavnagar,https://gmiu.edu.in/,State Private University,2006,-,"Survey No.30, Sidsar Road, near Iscon Eleven, Bhavnagar, Gujarat 364001"
U-0967,Atmiya University,Gujarat,Rajkot,atmiyauni.ac.in,State Private University,2018,Urban,"Yogidham Gurukul, Kalawad Road, Rajkot"
U-0966,Birsa Munda Tribal University,Gujarat,Narmada,http://bmtu.ac.in/,State Public University,2017,Urban,"Vocational Training Centre (VTC), Near RTO Office, Vavdi Road, Vavdi-Rajpipla, Rajpipla"
U-0963,Indian Institute Of Public Health Gandhinagar,Gujarat,Gandhinagar,www.iiphg.edu.in,State Private University,2015,Urban,"Opposite Airforce Head Quarters, Near Lekawada Bus Stop, Gandhinagar-Chiloda Road, Lekawada, CRPF, P.O, Gandhinagar-382042, Gujarat, India"
U-0962,Gokul Global University,Gujarat,Patan,www.gokuluniversity.ac.in,State Private University,2018,Rural,"Opp. I.O.C.Depot, Nr. Sujanpur Patia,, State Highway No-41, SIDHPUR"
U-1297,Kn University,Gujarat,Ahmedabad,https://knu.edu.in/,State Private University,2010,-,"B/h Royal Home's Flat Satyamev Vista Road, Sarkhej - Gandhinagar Hwy, Gota, Ahmedabad, Gujarat 382481"
U-0873,P.P. Savani University,Gujarat,Surat,www.ppsu.ac.in,State Private University,2015,Rural,"NH8, GETCO, Near Biltech company, Dhamdod village, Mangrol, Surat"
U-1028,National Institute Of Design,Gujarat,Ahmedabad,www.nid.edu,Institute of National Importance,1961,Urban,"NATIONAL INSTITUTE OF DESIGN, PALDI, AHMEDABAD"
U-0954,Indian Institute Of Information Technology Surat,Gujarat,Surat,www.iiitsurat.ac.in,Institute of National Importance,2017,Urban,"Kholvad Campus, Kamrej , Surat"
U-0893,Swarrnim Startup & Innovation University,Gujarat,Gandhinagar,www.swarrnim.edu.in,State Private University,2009,Rural,"At Post Bhoyan Rathod, Near ONGC WSS, Opp. IFCCO, Adalaj Kalol Highway, Gandhinagar, Gujarat 382420"
U-1341,Sanskaram University,Haryana,Jhajjar,https://sanskaramuniversity.ac.in/,State Private University,2015,-,"Patauda Delhi, NCR, Haryana 124108"
U-0817,Gujarat University Of Transplantation Sciences,Gujarat,Ahmedabad,www.guts.ac.in,State Public University,2015,Urban,"Opp. Trauma Centre,, Civil Hospital Campus, Asarwa,, Ahmedabad"
U-0821,"Sankalchand Patel University, Visnagar",Gujarat,Mahesana,www.spu.ac.in,State Private University,2016,Rural,"Sankalchand Patel Vidyadham,, Ambaji-Gandhinagar State Highway,, Visnagar"
U-0825,Marwadi University,Gujarat,Rajkot,www.marwadiuniversity.ac.in,State Private University,2016,Urban,"At: Gauridad, Rajkot-Morbi Highway, Rajkot"
U-1065,Bhaikaka University,Gujarat,Anand,http://www.bhaikakauniv.edu.in/,State Private University,2019,Rural,"Gokal Nagar, Karamsad, Karamsad"
U-0914,Karnavati University,Gujarat,Gandhinagar,www.karnavatiuniversity.edu.in,State Private University,2017,Rural,"907/A Uvarsad, Gandhinagar, Ahmedabad"
U-0783,Bhakta Kavi Narsinh Mehta University,Gujarat,Junagadh,www.bknmu.edu.in,State Public University,2015,Rural,"Government Polytechnic Campus, Bhakta Kavi Narsinh Mehta University Road, Khadiya, Khadiya"
U-0782,Shri Govind Guru University,Gujarat,Panch Mahals,www.sggu.ac.in,State Public University,2015,Rural,"At. Po. Vinzol, Vinzol, Godhra"
U-0781,Team Lease Skills University,Gujarat,Vadodara,www.teamleaseuniversity.ac.in,State Private University,2013,Urban,"ITC Building, ITI Campus, Tarsali, Vadodara"
U-0922,Indrashil University,Gujarat,Ahmedabad,www.indrashiluniversity.edu.in,State Private University,2017,Rural,"AT & PO RAJPUR, TA KADI, RAJPUR"
U-0775,Gls University,Gujarat,Ahmedabad,www.glsuniversity.ac.in,State Private University,2015,Urban,"GLS Campus, Opp Law Garden, Ellisbridge, Ahmedabad"
U-0771,"Institute Of Advanced Research, Gandhinagar",Gujarat,Gandhinagar,www.iar.ac.in,State Private University,2006,Rural,"Koba, Institutional Area, Gandhinagar"
U-1074,Bhagwan Mahavir University,Gujarat,Surat,www.bmusurat.ac.in,State Private University,2004,Urban,"VIP Road, ,, Bharthana, Vesu, Surat"
U-0765,Institute Of Infrastructure Technology Research And Management (Iitram),Gujarat,Ahmedabad,www.iitram.ac.in,State Public University,2013,Urban,"NEAR KHOKHARA CIRCLE, MANINAGAR EAST, AHMEDABAD"
U-0763,Parul University,Gujarat,Vadodara,www.paruluniversity.ac.in,State Private University,2015,Rural,"P.O. LIMDA, Ta:-WAGHODIA, P.O. LIMDA"
U-0759,G S F C University,Gujarat,Vadodara,www.gsfcuniverity.ac.in,State Private University,2014,Urban,"GSFC University, , Vigyan Bhavan, P.O Fertilizernagar, Vadodara"
U-1077,"Itm (Sls) Baroda University, Vadodara",Gujarat,Vadodara,www.itmbu.ac.in,State Private University,2019,Rural,"PALDI, NEAR JAROD, VADODARA HALOL HIGHWAY, TAL: WAGHODIA, DIST: VADODARA, , VADODARA"
U-1078,Silver Oak University,Gujarat,Ahmedabad,https://silveroakuni.ac.in/,State Private University,2019,Urban,"Silver Oak University, Opp. Bhagwat Vidyapith, S. G. Road, Gota, Ahmedabad"
U-0734,"Lakulish Yoga University, Ahmedabad",Gujarat,Ahmedabad,www.lyu.ac.in,State Private University,2013,Rural,"Lotus view, Near Balaji Temple, Opposite Nirma University,, SG highway, Chharodi, Ahmedabad"
U-1082,The Charutar Vidya Mandal (Cvm) University,Gujarat,Anand,https://cvmu.edu.in,State Private University,2019,Rural,"Opp. Shastri Maidan,, Beside BVM College,, Vallabh Vidyanagar"
U-0714,"Itm Vocational University, Vadodara",Gujarat,Vadodara,www.itm.ac.in,State Private University,2014,Rural,"Plot No 6512, Ajwa Nimete Road,, Ravaal, Taluka Waghodia,, Vadodara"
U-0162,"Guru Jambheshwar University Of Science And Technology, Hissar",Haryana,Hisar,https://www.gjust.ac.in,State Public University,1995,Urban,"Guru Jambheshwar University of Science & Technology, Delhi-Sirsa Road, Near Auto Market, Hisar"
U-1055,Regional Centre For Biotechnology,Haryana,Faridabad,www.rcb.res.in,Institute of National Importance,2009,Urban,"NCR BIOTECH SCIENCE CLUSTER, FARIDABAD GURGAON EXPRESSWAY, FARIDABAD"
U-0910,Pdm University,Haryana,Jhajjar,www.pdm.ac.in,State Private University,1995,Urban,"Sector 3A, Sarai Aurangabad, Bahadurgarh, Bahadurgarh"
U-1022,Shri Krishna Ayush University,Haryana,Kurukshetra,https://skau.ac.in/,State Public University,2017,Urban,"SHRI KRISHNA AYUSH UNIVERSITY , UMRI ROAD , SECTOR 8"
U-0951,Starex University,Haryana,Gurugram,www.starexuniversity.com,State Private University,2016,Rural,"NH-48, Vill. Binola, PO-Bhorakalan, Gurugram"
U-0800,"Indian Institute Of Information Technology, Sonipat",Haryana,Sonipat,iiitsonepat.ac.in,Institute of National Importance,2014,Rural,"Village Kilohard, P. O. Sandal Kalan, Sonipat"
U-0169,Manav Rachna International Institute Of Research & Studies,Haryana,Faridabad,https://www.mriirs.edu.in,Deemed University-Private,2009,Urban,"Aravali Campus, Sector-43, Surajkund-Badkhal Road,, Faridabad"
U-0168,"Maharishi Markandeshwar University, Mullana-Ambala",Haryana,Ambala,www.mmumullana.org,Deemed University-Private,2007,Rural,"Ambala-Yamunanagar Highway No. 344, Mullana, Ambala"
U-0167,"Maharshi Dayanand University, Rohtak",Haryana,Rohtak,www.mdurohtak.ac.in,State Public University,1976,Urban,"Maharshi Dayanand University, Rohtak, Delhi Road, Rohtak, Rohtak"
U-0702,"Shree Guru Gobind Singh Tricentenary University, Gurgaon",Haryana,Gurugram,www.sgtuniversity.ac.in,State Private University,2013,Rural,"Budhera, Gurugram - Badli Road, Gurugram"
U-0700,"K.R. Mangalam University, Gurgaon",Haryana,Gurugram,www.krmangalam.edu.in,State Private University,2013,Rural,"Sohna Road,, Gurugram"
U-0699,"Indira Gandhi University, Meerpur",Haryana,Rewari,www.igu.ac.in,State Public University,2013,Rural,"INDIRA GANDHI UNIVERSITY, MEERPUR, MEERPUR, REWARI"
U-0166,"Lingaya's Vidyapeeth, Faridabad",Haryana,Faridabad,www.lingayasvidyapeeth.edu.in,Deemed University-Private,1998,Rural,"Nachauli, Old Faridabad - Jasana Road, Faridabad, Haryana - 121002, Faridabad"
U-0165,Lala Lajpat Rai University Of Veterinary And Animal Sciences,Haryana,Hisar,www.luvas.edu.in,State Public University,2010,Urban,"CCSHAU Campus, Post Office HAU, Hisar"
U-0164,"Kurukshetra University, Kurukshetra",Haryana,Kurukshetra,kuk.ac.in,State Public University,1956,Urban,"Kurukshetra 136119, KURUKSHETRA"
U-0163,"The Northcap University, Gurgaon",Haryana,Gurugram,www.ncuindia.edu,State Private University,1996,Urban,"THE NORTHCAP UNIVERSITY, HUDA, SECTOR -23A, GURUGRAM"
U-0788,Chaudhary Bansi Lal University,Haryana,Bhiwani,www.cblu.ac.in,State Public University,2014,Urban,"CH. BANSI LAL UNIVERSITY, HANSI ROAD, BHIWANI"
U-0161,"Deenbandhu Chhotu Ram University Of Science & Technology, Murthal(Sonepat)",Haryana,Sonipat,www.dcrustm.ac.in,State Public University,1987,Rural,"Deenbandhu Chhotu Ram University of Science and Technology, Murthal, District Sonepat., Sonepat"
U-0948,World University Of Design,Haryana,Sonipat,www.wud.ac.in,State Private University,2018,Urban,"Plot No. 1, Rajiv Gandhi Education City, Rai"
U-0160,"Ch. Devi Lal University, Sirsa",Haryana,Sirsa,www.cdlu.ac.in,State Public University,2003,Urban,"Barnala Road, Near Mini Sectt., Sirsa"
U-0159,"Chaudhary Charan Singh Haryana Agricultural University, Hisar",Haryana,Hisar,www.hau.ac.in,State Public University,1970,Urban,"Chaudhary Charan SIngh Haryana Agricultural University, HIsar, Hisar"
U-0158,"Central University Of Haryana, Mahendergarh",Haryana,Mahendragarh,www.cuh.ac.in,Central University,2009,Rural,"Jant-Pali, 0, Mahendergarh"
U-0157,"Bhagat Phool Singh Mahila University, Khanpur Kalan, Sonipat",Haryana,Sonipat,www.bpsmv.ac.in,State Public University,1936,Rural,"VPO Khanpur Kalan, Tehsil Gohana, Sonipat"
U-0156,"Apeejay Stya University, Sohna",Haryana,Gurugram,www.university.apeejay.edu,State Private University,2010,Rural,"Village - Silani, Sohna - Palwal Road, Sohna"
U-0155,"Amity University Haryana, Gurgaon",Haryana,Gurugram,www.amity.edu/gurgaon,State Private University,2010,Rural,"Amity Education Valley, Panchgaon, Manesar"
U-1109,Rishihood University,Haryana,Sonipat,www.rishihood.edu.in,State Private University,2020,Rural,"Rishihood University, NH-44 (GT Road), Near Bahalgarh Chowk, Delhi NCR, Sonipat,, Sonipat"
U-1048,Shri Vishwakarma Skill University,Haryana,Palwal,www.svsu.ac.in,State Public University,2016,Rural,"Permanent Office, Village-Dudhola, District- Palwal (Haryana), , Palwal"
U-1015,Indian Institute Of Management Rohtak,Haryana,Rohtak,www.iimrohtak.ac.in,Institute of National Importance,2009,Urban,"Management City, Southern Bypass, NH 10, Sunaria, Rohtak"
U-0667,Sushant University,Haryana,Gurugram,www.sushantuniversity.edu.in,State Private University,2012,Urban,"Sec 55, Golf Course Road, Gurugram"
U-0666,Baba Mastnath University,Haryana,Rohtak,www.bmu.ac.in,State Private University,2012,Rural,"Asthal Bohar, Asthal Bohar, Rohtak"
U-0936,Al-Falah University,Haryana,Faridabad,www.alfalahuniversity.edu.in,State Private University,2014,Rural,"Village Dhauj, FARIDABAD, Faridabad"
U-0646,Niilm University,Haryana,Kaithal,www.niilmuniversity.ac.in,State Private University,2011,Rural,"9 Km. Milestone, NH-65, Ambala Road, Kaithal"
U-0641,"Maharishi Markandeshwar University, Sadopur-Ambala",Haryana,Ambala,www.mmambala.org,State Private University,2010,Rural,"Village- Sadopur,Ambala, Ambala - Chandigarh Highway, Ambala City"
U-1182,Maharishi Balmiki Sanskrit University,Haryana,Kaithal,www.mvsu.ac.in,State Public University,2018,Rural,"Maharshi Valmiki Sanskrit University, Karnal Road, Mundri"
U-0818,Manav Rachna University,Haryana,Faridabad,www.mru.edu.in,State Private University,2004,Urban,"Sector-43, Aravalli Hills, Delhi-Surajkund Road, Faridabad"
U-1259,Jharkhand State Open University,Jharkhand,Ranchi,https://jsou.ac.in/,State Open University,2021,-,"C8X7+CXR, Ranchi, Jharkhand 834006"
U-1070,Dr. B.R Ambedkar National Law University,Haryana,Sonipat,dbranlu.ac.in,State Public University,2012,Urban,"Plot No. 05, Rajiv Gandhi Education City,, Rai, Sonipat"
U-1021,"Gurugram University, Gurugram",Haryana,Gurugram,www.gurugramuniversity.ac.in,State Public University,2017,Urban,"GURUGRAM UNIVERSITY, MAYFIELD GARDEN, SECTOR-51 GURUGRAM, HARYANA, GURUGRAM UNIVERSITY, MAYFIELD GARDEN, SECTOR-51 GURUGRAM, HARYANA, GURUGRAM"
U-1073,National Institute Of Design Haryana,Haryana,Kurukshetra,www.nidh.ac.in,Institute of National Importance,2016,Urban,"National Highway-44, , Umri, Samana"
U-1053,Om Sterling Global University,Haryana,Hisar,www.osgu.ac.in,State Private University,2019,Rural,"NH-52, V.P.O. JUGLAN, HISAR"
U-1201,Geeta University,Haryana,Panipat,https://geetauniversity.edu.in/,State Private University,2022,Rural,"Naultha, Haryana 132145"
U-0751,Dada Lakhmi Chand State University Of Performing And Visual Arts,Haryana,Rohtak,www.dlcsupva.ac.in,State Public University,2011,Urban,"WJ53+JPM, Sector-6, Rohtak, Haryana 124001"
U-0744,Ashoka University,Haryana,Sonipat,www.ashoka.edu.in,State Private University,2014,Urban,"Plot No. 2, Rajiv Gandhi Education City,National Capital Region P.O.Rai,Sonepat Haryana-131029 (India)"
U-0742,"M V N University, Palwal",Haryana,Palwal,www.mvn.edu.in,State Private University,2012,Rural,"74 KM , MILE STONE, NH-2, DELHI-AGRA HIGHWAY, P.O.-AURANGABAD, TEHSIL-HODAL, HODAL"
U-0738,"Chaudhary Ranbir Singh University, Jind",Haryana,Jind,www.crsu.ac.in,State Public University,2014,Urban,"Rohtak Bye Pass Road, Jind"
U-0735,Bml Munjal University,Haryana,Gurugram,www.bmu.edu.in,State Private University,2014,Rural,"67 Milestone, NH-8, Sidhrawali"
U-0175,"J.C. Bose University Of Science And Technology, Ymca, Faridabad",Haryana,Faridabad,www.jcboseust.ac.in,State Public University,1969,Urban,"Sector-06, Mathura Road, Faridabad"
U-1148,Maharana Pratap Horticultural University,Haryana,Karnal,mhu.ac.in,State Public University,2016,Rural,"Maharana Pratap Horticultural University Karnal, NH-1, Opposite Mayur Dhaba, village Uchani"
U-0722,"Srm University, Sonepat",Haryana,Sonipat,www.srmuniversity.ac.in,State Private University,2013,Urban,"39, Rajiv Gandhi Education City,, Delhi-NCR, Sonepat"
U-0721,"Jagan Nath University, Jhajjar",Haryana,Jhajjar,www.jagannathuniversityncr.ac.in,State Private University,2013,Rural,"State Highway - 22, Bahadurgarh - Jhajjar Road,, Jhajjar"
U-0720,G.D. Goenka University,Haryana,Gurugram,www.gdgoenkauniversity.com,State Private University,2013,Urban,"G.D. Goenka Education City, Sohna Road, Haryana"
U-0174,Pt. Bhagwat Dayal Sharma University Of Health Sciences,Haryana,Rohtak,www.uhsr.ac.in,State Public University,2008,Urban,"Superintendent (R&A), Pt. B.D.Sharma University of Health Sciences, Rohtak, Near MD University, Rohtak, Rohtak"
U-0989,National Institute Of Food Technology Entrepreneurship And Management,Haryana,Sonipat,www.niftem.ac.in,Deemed University-Government,2012,Urban,"Plot No. 97, Sector 56, HSIIDC Industrial Area, Kundli"
U-0173,"O. P. Jindal Global University, Sonipat",Haryana,Sonipat,www.jgu.edu.in,State Private University,2009,Rural,"Sonipat Narela Road, Near Jagdishpur Village, Sonipat (Haryana) NCR of Delhi, Sonipat"
U-0172,"National Institute Of Technology, Kurukshetra",Haryana,Kurukshetra,www.nitkkr.ac.in,Institute of National Importance,1963,Urban,"Director, National Institute of Technology, Kurukshetra"
U-0171,"National Dairy Research Institute, Karnal",Haryana,Karnal,www.ndri.res.in,Deemed University-Government,1955,Urban,"NDRI KARNAL, KARNAL"
U-0170,"National Brain Research Centre, Gurgaon",Haryana,Gurugram,http://www.nbrc.ac.in/newweb/,Deemed University-Government,1999,Urban,"NH-8, Manesar, Haryana, Manesar"
U-0988,Iilm University,Haryana,Gurugram,www.iilm.edu.in,State Private University,2018,Urban,"401/9, VIPUL BELMONTE, GO, Sector 53, Gurgaon Haryana, GURGAON"
U-0988,Iilm University,Haryana,Gurugram,www.iilm.edu.in,State Private University,2018,Urban,"IILM University, Gurugram Plot No. 69-71, Golf Course Road Sector 53, Gurugram – 122003"
U-1005,Indian Institute Of Management Sirmaur,Himachal Pradesh,Sirmaur,www.iimsirmaur.ac.in,Institute of National Importance,2015,Rural,"RAMPUR GHAT ROAD, PAONTA SAHIB, PAONTA SAHIB"
U-0177,"Baddi University Of Emerging Sciences And Technology, Baddi (Makhnumajra), Solan",Himachal Pradesh,Solan,www.baddiuniv.ac.in,State Private University,2002,Rural,"Makhnumajra, Baddi. 173205, District Solan. (H.P), Baddi"
U-1136,Atal Medical And Research University,Himachal Pradesh,Mandi,www.amruhp.ac.in,State Public University,2018,Rural,"Atal Medical and Research University HP, SLBSGMC& Hospital, Nerchowk"
U-0190,"Shoolini University Of Bio Technology And Management Sciences, Oachghat, Solan",Himachal Pradesh,Solan,www.shooliniuniversity.com,State Private University,2009,Rural,"Village Bajhol, Post Office Sultanpur, District Solan, Solan"
U-0189,"National Institute Of Technology, Hamirpur",Himachal Pradesh,Hamirpur,www.nith.ac.in,Institute of National Importance,1986,Urban,"National Institute of Technology, Hamirpur, Hamirpur"
U-0176,"Arni University, Katgarh (Indora), Kangra",Himachal Pradesh,Kangra,www.arniuniversity.edu.in,State Private University,2009,Rural,"Kathgarh, Tehsil Indora, Indora"
U-1035,Himachal Pradesh National Law University Shimla,Himachal Pradesh,Shimla,www.hpnlu.ac.in,State Public University,2016,Rural,"Himachal Pradesh National Law University Shimla, 16 Mile Shimla-Mandi National Highway, Ghandal"
U-0697,A P Goyal Shimla University,Himachal Pradesh,Shimla,agu.edu.in,State Private University,2012,Rural,"Shoghi-Mehli By Pass Road, Lower Panthaghati, Shimla"
U-0597,"Bahra University, Solan",Himachal Pradesh,Solan,www.bahrauniversity.edu.in,State Private University,2010,Rural,"Bahra University, Waknaghat-173234, Waknaghat"
U-0187,"Maharashi Markandeshwar University, Solan",Himachal Pradesh,Solan,www.mmusolan.org,State Private University,2010,Rural,"Village Ladoo Suutanpur Road, Kumarhatti, Kumarhatti"
U-0696,Iec (India Education Centre) University,Himachal Pradesh,Solan,www.iecuniversity.com,State Private University,2012,Rural,"Plot No. 7 & 10, Atal Shiksha Kunj, Kalujhanda, Solan"
U-0695,"Institute Of Chartered Financial Analysts Of India University, Solan",Himachal Pradesh,Solan,www.iuhimachal.edu.in,State Private University,2011,Rural,"Plot No. 5, HIMUDA Educational Hub, Village: Kalujhinda, P.O: Mandhala, Via Barotiwala, Tehsil: Baddi"
U-1106,Sardar Patel University,Himachal Pradesh,Mandi,spumandi.ac.in,State Public University,2018,Urban,"Mota Bazaar, Vallabh Vidyanagar, Anand, Gujarat 388120"
U-0761,Abhilashi University,Himachal Pradesh,Mandi,www.abhilashiuniversity.ac.in,State Private University,2014,Rural,"CHAIL CHOWK, TEHSIL CHACHYOT, DISTT. MANDI (HP), CHAILCHOWK"
U-0186,"Jaypee University Of Information Technology, Waknaghat, Solan",Himachal Pradesh,Solan,https://www.juit.ac.in,State Private University,2002,Rural,"Waknaghat, PO-Waknaghat, Tehsil - Kandaghat, Solan"
U-0797,"Indian Institute Of Information Technology, Una",Himachal Pradesh,Una,www.iiitu.ac.in,Institute of National Importance,2014,Urban,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY UNA, , Vill. Saloh"
U-0185,"Indus International University, Bathu, Una",Himachal Pradesh,Una,www.iiuedu.in,State Private University,2009,Rural,"V.P.O. Bathu,, Tehsil Haroli, Distt. Una, Himachal Pradesh, Bathu"
